what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1366962484045
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366962485553
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366962485592
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1366962487062
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366962487134
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366962487170
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1366962488958
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366962490321
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366962490357
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1366962491109
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366962491361
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366962491407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1366962507576
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: GameEngine",1366962508056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366962512643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366962512764
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1366962516821
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: GameEngine",1366962517315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366962523012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366962523127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1366962524568
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: GameEngine",1366962525694
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366962530752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366962530783
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1366962531926
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: GameEngine",1366962532444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1366962547147
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: GameEngine",1366962548549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366962551852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366962551969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1366962554834
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: GameEngine",1366962555386
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1366962561132
