what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1367841041175
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1367841041179
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1367841041190
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1367841041205
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1367841041219
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1367841041227
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1367841041235
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1367841041246
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1367841041254
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1367841041269
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1367841041280
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1367841041289
started,bundle,com.android.ide.eclipse.base,21.1.0.v201302060044-569685,"com.android.ide.eclipse.base",1367841041297
started,bundle,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms",1367841041312
started,bundle,com.android.ide.eclipse.gldebugger,21.1.0.v201302060044-569685,"com.android.ide.eclipse.gldebugger",1367841041324
started,bundle,org.eclipse.m2e.logback.configuration,1.3.1.20130219-1424,"org.eclipse.m2e.logback.configuration",1367841041332
os,sysinfo,,,"win32",1367841041369
arch,sysinfo,,,"x86_64",1367841041369
ws,sysinfo,,,"win32",1367841041369
locale,sysinfo,,,"zh_CN",1367841041369
processors,sysinfo,,,"4",1367841041369
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1367841041369
java.runtime.version,sysinfo,,,"1.6.0_30-b12",1367841041369
java.specification.name,sysinfo,,,"Java Platform API Specification",1367841041369
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1367841041369
java.specification.version,sysinfo,,,"1.6",1367841041369
